Category,Name,ASIN,Date,Qty,Price($),Link Type,Indirect Sales,Device Type Group
Kitchen & Dining,"Electric Salt and Pepper Grinder Set - Automatic, Refillable, Battery Operated Stainless Steel Spice Mills with Light - One Handed Push Button Pepperc",B07QNVRRFV,03/09/2022 17:55,1,26.59,Influencer Page,ndi,PHONE
Home Improvement,"Kidde Carbon Monoxide Detector, AC Plug-In with Battery Backup, CO Alarm with Replacement Alert",B00M48BH30,03/09/2022 17:19,1,20.46,Short Mobile link creation,di,PHONE
Home Improvement,"Kitchen Rail with 6 Sliding Hooks, Wall Mount Kitchen Utensil Rack, Pan and Pot Hangers Organization and Storage Holder Set, Aluminum (Black)",B09SDFGLH9,03/09/2022 17:15,1,15.99,Influencer Page,ndi,PHONE
Kitchen & Dining,"LandHome Ziplock Bag Organizer for Drawer - Bamboo Kitchen Food Storage Bag Organizer Holder, Gallon Quart Snack and Sandwich Baggie Organizer Compati",B097CBYF2L,03/09/2022 15:35,1,29.99,Short Mobile link creation,ndi,PHONE
Toys & Games,Cat Construction Little Machines 5 Pack - Great Cake Toppers,B07T14FKRR,03/09/2022 14:05,2,6.49,Influencer Page,ndi,PHONE
Toys & Games,"IOKUKI Beach Toys for Kids 3-10- 18 Piece Sand Toys Including Sand Bucket with Sifter, 9 Sand Castle Toys for Beach, 3 Dragon Molds, Shovel, Rake, 2 S",B0B593QH5N,03/09/2022 14:05,1,10.7,Influencer Page,ndi,PHONE
Handmade,Rustic French Country Wall Art Decor - Boho Art Deco Victoria Picture Bathroom - Modern Farmhouse Kitchen Poster Print - Aesthetic Vintage Landscape S,B0B86598J9,03/09/2022 13:38,1,17.98,Influencer Page,ndi,PHONE
Home,"Gold Curtain Rods for Windows 48 to 84 Inch(4-7 Feet),1"" Diameter Drapery Rods with Modern Style End Cap Finials,Size:40-76 Inch",B0B537XH6T,03/09/2022 10:21,1,24.99,"Text Only, Image Only, Text and Image Links",ndi,PHONE
Home,"Deconovo Back Tab and Rod Pocket Blackout Curtains for Living Room, 42x84 Inch, Navy Blue, 2 Panels, Thermal Insulated Light Blocking Curtains",B076Y5FT5X,03/09/2022 10:21,1,19.03,"Text Only, Image Only, Text and Image Links",di,PHONE
Home,"Carrotez Tissue Box Cover, [Refined] Modern PU Leather Square Tissue Box Holder - Decorative Holder/Organizer for Bathroom Vanity Countertop, Night St",B08KRZF2K1,03/09/2022 10:17,1,10.99,Influencer Page,ndi,PHONE
Automotive,"PHILTOP Engine Air Filter, EAF020 (CA10159) Replacement for Prius (2004-2009) Air Filter",B08MTPBR5D,03/09/2022 09:13,1,12.34,Short Mobile link creation,ndi,PHONE
Automotive,Bosch 6056C HEPA Cabin Air Filter,B01JYSX06Y,03/09/2022 09:13,1,13.64,Short Mobile link creation,ndi,PHONE
Beauty & Grooming,"Palmer's Cocoa Butter Formula Moisturizing Skin Therapy Oil for Face with Vitamin E, Rosehip Fragrance, 1 Ounce",B00J1FNW28,03/09/2022 08:23,1,9.89,Short Mobile link creation,ndi,PHONE
Amazon Fresh Products,"Sargento Natural String Cheese Snacks, 12-Count",B01EIHD19C,03/09/2022 08:15,1,5.19,Short Mobile link creation,ndi,PHONE
Amazon Fresh Products,"365 Everyday Value, Organic Large Omega-3 Brown Grade A Eggs, 12 CT",B074H5J381,03/09/2022 08:15,1,3.99,Short Mobile link creation,ndi,PHONE
Amazon Fresh Products,"Shaved Brussels Sprouts, 12oz",B09GWC2K8J,03/09/2022 08:15,1,2.99,Short Mobile link creation,ndi,PHONE
Home,"HPD Half Price Drapes VPYC-161201-96 Plush Velvet Curtain (1 Panel), 50 X 96, Pillow White",B072VLS66K,03/09/2022 07:44,2,44.86,Short Mobile link creation,ndi,PHONE
Home,"HPD Half Price Drapes Heritage Plush Velvet Curtains for Living Room 50 X 96 (1 Panel), VPYC-198594-96, Aquarius Blue",B07VQZQ4ZJ,03/09/2022 07:44,2,61.09,Short Mobile link creation,ndi,PHONE
Home,"Howard Elliott 57027 Queen Ann Mirror, Standing, Antique Gold Leaf",B06ZY32B7R,03/09/2022 07:09,1,272.15,Influencer Page,ndi,PHONE
Home Improvement,"Kidde Carbon Monoxide Detector, AC Plug-In with Battery Backup, CO Alarm with Replacement Alert",B00M48BH30,03/09/2022 02:26,1,20.46,Short Mobile link creation,di,PHONE
Furniture,"Loloi II Skye Collection SKY-01 Blush / Grey, Traditional 6'-0"" x 9'-0"" Area Rug",B0928HVK4S,02/09/2022 23:33,1,227.99,Short Mobile link creation,ndi,PHONE
Home,"American Soft Linen, Bath Sheet 35 in 70 in, 100% Turkish Cotton, Jumbo Large Bath Towel Sheet, Premium Quality Luxury Towels for Bathroom, Soft Absor",B07ZS36CT2,02/09/2022 21:51,1,26.99,Short Mobile link creation,di,PHONE
Home Improvement,"Kidde Carbon Monoxide Detector, AC Plug-In with Battery Backup, CO Alarm with Replacement Alert",B00M48BH30,02/09/2022 20:06,1,14.28,Short Mobile link creation,di,PHONE
Home,"BISSELL FeatherWeightâ Featherweight Stick Lightweight Bagless Vacuum with Crevice Tool, 2033M, Black",B081HQFJWZ,02/09/2022 19:13,1,34.99,Short Mobile link creation,di,PHONE
Home,"Creative Co-Op Large Hand-Carved Paulownia Wood (one Will Vary) Pumpkins, Natural",B081P6MJ4P,02/09/2022 19:10,1,16.51,Short Mobile link creation,ndi,PHONE
Toys & Games,Creaides 12pcs Pumpkin Balloons Mylar Foil Fall Pumpkin Balloons for Baby Shower Birthday Fall Thanksgiving Party Decorations,B0B1VS9R32,02/09/2022 16:05,1,9.98,Short Mobile link creation,ndi,PHONE
Home,Carfar Handicrafts Shabby Chic Country Style Rustic Metal Hanging Giant Cow Bells,B004T9Y7AM,02/09/2022 13:57,1,29.99,Short Mobile link creation,di,PHONE
Furniture,Nearly Natural 82” Olive Artificial Silk Trees Green,B07MWSRTYR,02/09/2022 13:46,1,103.99,Short Mobile link creation,di,PHONE
Home,"BISSELL Little Green Multi-Purpose Portable Carpet and Upholstery Cleaner, 1400B",B0016HF5GK,02/09/2022 12:25,1,109.59,Short Mobile link creation,di,DESKTOP
Home Improvement,addlon LED Outdoor String Lights 48FT with 2W Dimmable Edison Vintage Shatterproof Bulbs and Commercial Grade Weatherproof Strand - ETL Listed Heavy-D,B07QMKZWQF,02/09/2022 11:57,1,33.99,Short Mobile link creation,di,PHONE
Cell Phones & Accessories,uCOLOR Leopard Flip Leather Wallet Case Card Holder Compatible with iPhone 13 Pro 6.1”Women and Girls with Card Holder Kickstand,B09LLN29WH,02/09/2022 11:07,1,18.99,Influencer Page,ndi,PHONE
Home,"Vintage Farmhouse Wall Decor - Flower Bird Neutral Wall Art for Boho French Country Kitchen Bathroom, Rustic Bedroom Picture Poster Print, Beige Room ",B09Y44MZ17,02/09/2022 10:58,1,15.98,Influencer Page,ndi,PHONE
Home,"Touchless Automatic Soap Dispenser, Auto Liquid Soap Dispenser, Hands-Free Dish Soap Dispenser for Kitchen Bathroom Hotel,400ml White Automatic Sensor",B09SLKT3H3,02/09/2022 10:31,1,19.59,Short Mobile link creation,ndi,DESKTOP
Toys & Games,"Blue Power Ranger Costume, Kids Size Beast Morphers Muscle Padded Character Jumpsuit and Mask, Classic Child Size Small (4-6)",B07YYJWKX2,02/09/2022 10:16,1,39.99,Influencer Page,ndi,PHONE
Toys & Games,"Disguise Red Ranger Toddler Muscle Child Costume, Red, Size/(2T)",B079Z7L6KY,02/09/2022 10:16,1,36.3,Influencer Page,ndi,PHONE
Home Improvement,"Kidde Carbon Monoxide Detector, AC Plug-In with Battery Backup, CO Alarm with Replacement Alert",B00M48BH30,02/09/2022 10:06,1,14.28,Short Mobile link creation,di,PHONE
"Shoes, Handbags, Wallets, Sunglasses",Fur Mules for Women Leather Low Heel Loafers Pointed Toe Rabbit Furny Mule Flats Backless Slides,B08HHYW2LN,02/09/2022 09:48,1,56.97,Short Mobile link creation,di,PHONE
Kitchen & Dining,"4 PCS 6.7 Inches Coffee Spoons, Stirring Spoons, Tea Spoons Long Handle, Gold Teaspoons, Gold Spoons, Ice Tea Spoons, Long Spoons for Stirring, Gold E",B091CHRKVH,02/09/2022 09:23,1,6.98,Influencer Page,ndi,PHONE
"Shoes, Handbags, Wallets, Sunglasses",Arqa Mules for Women Leather Slip On Mule Backless Low Heel Loafers Slide Slippers Black,B08HHYTM3P,02/09/2022 08:59,1,46.65,Short Mobile link creation,di,PHONE
Home,"Deco 79 Traditional Polystone Horse Sculpture, 14"" x 4"" x 15"", Brown",B007DIDMU2,02/09/2022 08:05,1,58.99,Influencer Page,ndi,DESKTOP
Home,"BISSELL Little Green Multi-Purpose Portable Carpet and Upholstery Cleaner, 1400B",B0016HF5GK,02/09/2022 07:59,1,109.59,Short Mobile link creation,di,PHONE
Outdoor Recreation,"Stanley IceFlow Stainless Steel Tumbler with Straw - Vacuum Insulated Water Bottle for Home, Office or Car - Reusable Cup with Straw Leakproof Flip - ",B08VPSGX5G,02/09/2022 07:49,1,31,Influencer Page,ndi,PHONE
Home Improvement,Flameless Votive Candles With Remote Control and Timer Bulk Set of 10 Tealight Candles / Realistic Outdoor Flickering Battery Operated LED Tea Lights ,B076TD9454,02/09/2022 07:40,1,15.19,Influencer Page,ndi,PHONE
Home,"Utopia Kitchen Cloth Napkins [12 Pack, Black] 18x18 Inches Cotton Blend Washable and Reusable Table Dinner Napkins for Hotel, Lunch, Restaurant, Weddi",B00NYAN6C2,02/09/2022 07:37,1,13.99,Influencer Page,ndi,PHONE
Home Improvement,39.37 ft x17.7 in White Wood Wallpaper Wood Peel and Stick Wallpaper White Wallpaper Removable Vintage Wood Plank Wallpaper Self Adhesive Decorative W,B0892C1P4M,02/09/2022 05:47,1,21.77,Short Mobile link creation,ndi,PHONE
Home,Carfar Handicrafts Shabby Chic Country Style Rustic Metal Hanging Giant Cow Bells,B004T9Y7AM,02/09/2022 05:37,2,19.49,Short Mobile link creation,di,PHONE
Home,"Rechargeable Fabric Shaver, Magictec Lint Remover Sweater Defuzzer Lints Fuzzs Pills Pilling Trimmer for Clothes and Furniture -Battery Operated",B082VQBLL6,02/09/2022 04:26,1,10.87,Influencer Page,ndi,PHONE
Home,"MGS 6 Pcs of 30.7 Inches Curly Willow Branches Artificial Twigs, Twisted Sticks Artificial Branches Bendable Iron Wires Stub Steml Plants Greenery Bro",B09GLL1TMY,01/09/2022 23:26,1,12.99,Influencer Page,ndi,PHONE
Home,12 Pieces Invisible Plate Hangers Wall Plate Hangers Stainless Steel Decorative Wire Plate Hangers Holders in 3 Sizes with 12 Pieces Wall Hooks for De,B07XBKK1QD,01/09/2022 23:26,1,15.99,Influencer Page,ndi,PHONE
Home,WreathDream Artificial Fall Eucalyptus Leaves Stem Autumn Eucalyptus stem for Vase Arrangement Home Decor,B0B2BXGS6T,01/09/2022 23:26,1,19.99,Influencer Page,ndi,PHONE
Kitchen & Dining,"LYNK PROFESSIONAL® Slide Out Spice Rack Pull Out Cabinet Organizer 4-1/4 inch Wide - Double, Chrome",B07NDZWMXF,01/09/2022 20:59,1,37.4,Influencer Page,ndi,PHONE
Kitchen & Dining,"LYNK PROFESSIONAL® Slide Out Spice Rack Pull Out Cabinet Organizer 6-1/4 inch Wide - Double, Chrome",B07PGQL45Y,01/09/2022 20:59,1,49.4,Influencer Page,ndi,PHONE
Pet Food & Supplies,"Milk-Bone Grain Free Dog Biscuits, 22 Ounce (Pack of 6)",B082BTX1WB,01/09/2022 18:23,1,23.94,Influencer Page,ndi,PHONE
Home,"Vintage Farmhouse Wall Decor - Flower Portrait Neutral Wall Art for Boho French Country Kitchen, Bathroom, Bedroom Picture Poster Print, Brown Room De",B09Y43LYG2,01/09/2022 16:35,1,16.98,Influencer Page,ndi,PHONE
Home,"Vintage Botanical Wall Decor - Flower Portrait Neutral Wall Art for Boho French Country Farmhouse Kitchen, Bathroom, Bedroom Poster Print Picture, Pre",B09TKJ4333,01/09/2022 16:35,1,15.98,Influencer Page,ndi,PHONE
Health & Household,"Band-Aid Decorative Adhesive Bandages, Disney's Mickey Mouse, Assorted, 20 Count",B003XFXSN0,01/09/2022 15:52,1,5.1,Influencer Page,ndi,DESKTOP
Power & Hand Tools,"DuPont TY122S Disposable Elastic Wrist, Bootie & Hood White Tyvek Coverall Suit 1414 (Medium)",B0711CZ2WH,01/09/2022 15:21,1,12,Influencer Page,ndi,PHONE
Home,HUMINBO Pampas-Grass Pompous Dried Pampass Plants Fluffy Pompas Grasses 30 Stems Small Pompus Short Boho Decor,B099W297JR,01/09/2022 13:50,1,15.82,Short Mobile link creation,di,PHONE
Kitchen & Dining,"Typhoon Living Otto Bread Bin with Bamboo Lid, Matte Black/Gold",B078SC6QHX,01/09/2022 12:36,1,45.49,Influencer Page,ndi,PHONE
"Shoes, Handbags, Wallets, Sunglasses",JIASUQI Barefoot Boating Park River Water Shoes Beach Sandals for Boys Girls Pure Red US 8-8.5 M Toddler,B07NP6W63J,01/09/2022 12:36,1,7.99,Influencer Page,ndi,PHONE
Home,"Frametory, 7 Piece Aluminum Wall Frame with Ivory Color Mat Set - Four 5x7 - Two 8x10 - One 11x14 - Real Glass - Swivel Tabs - Sawtooth Hangers (Black",B07DWMQ4J4,01/09/2022 12:26,2,44.99,Short Mobile link creation,di,PHONE
Books & Textbooks,"63 Simple Songs for Bells, Xylophone, Glockenspiel, and Resonator Blocks. Without Musical Notes: Just Follow the Color Circles (I Don't Read Music)",B09FC6DYCF,01/09/2022 12:20,1,13.98,Influencer Page,ndi,DESKTOP
Musical Instruments,"EASTROCK Professional Glockenspiel, 27 Notes Xylophone for Kids with Case Two Mallets, Music Teaching, Gifts, Perfectly Tuned Instrument",B08K4PQRWD,01/09/2022 12:20,1,30.99,Influencer Page,ndi,DESKTOP
Health & Household,"High Protein Bars for Weight Loss - Garden of Life Organic Fit Bar - Salted Caramel Chocolate (12 per carton) - Burn Fat, Satisfy Hunger and Fight Cra",B01N547Q1K,01/09/2022 11:06,1,28.72,Influencer Page,ndi,PHONE
Kitchen & Dining,"Cozee Bay Bamboo Bag Storage Organizer for Kitchen Drawer, Baggie organizer, Compatible with Gallon, Quart, Sandwich and Snack Variety Size Bags (Blac",B09QK75511,01/09/2022 11:04,1,39.98,Influencer Page,ndi,PHONE
Books & Textbooks,Every Summer After,593438531,01/09/2022 10:45,1,10,Short Mobile link creation,ndi,PHONE
Home,HUMINBO Coffee Table Decor Dried-Pampas-Grass Decor Fluffy-Pompas-Floral-50-Stems Small-Pompous-Bulk Natural-Pompus-Grasses-Short,B096ZGTQVK,01/09/2022 10:14,1,23.68,Short Mobile link creation,di,PHONE
Kitchen & Dining,"Salt and pepper grinder set, stainless steel manual pepper grinder, adjustable thickness, suitable for kitchen, barbecue, picnic, 2 packs",B094FXKKNL,01/09/2022 09:57,1,26.99,Influencer Page,ndi,PHONE
Luxury Beauty,Redken Extreme Conditioner | Anti-Breakage & Protection for Damaged Hair | Infused With Proteins | 33.8 Fl Oz,B002WTC3BQ,01/09/2022 09:11,1,44,Short Mobile link creation,ndi,PHONE
Luxury Beauty,"SexyHair Healthy Tri-Wheat Leave-In Conditioner, 8.5 Oz | Up to 90% Better Detangling | Reduces Breakage | Moisture, Smoothness, and Shine",B0784B3W6S,01/09/2022 09:11,1,16.11,Short Mobile link creation,ndi,PHONE
Home Improvement,"Kidde Carbon Monoxide Detector, AC Plug-In with Battery Backup, CO Alarm with Replacement Alert",B00M48BH30,01/09/2022 07:53,1,14.28,Short Mobile link creation,di,PHONE
Sports & Fitness,"Nike Essentials Volleyball Knee Pad, White, X-Large/XX-Large",B00HQJULQG,01/09/2022 06:39,1,21.49,Influencer Page,ndi,PHONE
Sports & Fitness,"Nike Essentials Volleyball Knee Pad, White, Medium/Large",B00HQJUL3Y,01/09/2022 06:39,1,26.95,Influencer Page,ndi,PHONE
Books & Textbooks,Verity,1538724731,01/09/2022 06:27,1,11.26,Influencer Page,ndi,PHONE
Home,"BISSELL Little Green Multi-Purpose Portable Carpet and Upholstery Cleaner, 1400B",B0016HF5GK,01/09/2022 06:24,1,109.59,Short Mobile link creation,di,PHONE
Home,8 Piece Measuring Cups and Spoons Set Stainless Steel Measuring Cups and Spoons with Wood Handle for Dry and Liquid Ingredients(Golden),B08P6G8C83,01/09/2022 01:29,1,27.99,Influencer Page,ndi,PHONE
Home,"Typhoon Living Bread Bin with Bamboo Lid, 16 x 33.5 x 18 cm, Cream",B01N7V2N4S,01/09/2022 01:29,1,33.5,Influencer Page,ndi,PHONE
Kitchen & Dining,LARS NYSØM Bread Box I Bread Bin with Linen Bread Bag for Long-Lasting Freshness I Bread Box with High-Quality Bamboo Lid Usable as Cutting Board I 13,B098XVNZS8,31/08/2022 21:42,1,39.99,Influencer Page,ndi,PHONE
Kitchen & Dining,"YouCopia StoraLid Food Container Lid Organizer, Tall Dividers, White",B081F3SG2N,31/08/2022 21:35,1,24.99,Influencer Page,ndi,PHONE
Baby & Nursery,Baby Bum SPF 50 Sunscreen Lotion | Mineral UVA/UVB Face and Body Protection for Sensitive Skin | Fragrance Free | Travel Size | 3 FL OZ,B008XJ7F1W,31/08/2022 21:19,2,11.99,Short Mobile link creation,ndi,PHONE
Sports & Fitness,Vorspack Clear Tote Bag - Large Clear Bag Stadium Approved 12x12x6 Clear Tote for Concerts Sporting Events Clear Lunch Bag for Work with 2 Water Pocke,B09ZNPD78J,31/08/2022 21:19,1,14.99,Short Mobile link creation,ndi,PHONE
Home,"Casper Sleep Bold Plaid Throw Blanket, Oatmilk",B09LDT6VR5,31/08/2022 19:49,1,64.5,Short Mobile link creation,di,DESKTOP
Home Improvement,Electro bp;47"W 4-Light Linear Kitchen Island Lighting Fixture Classic Chandeliers Matt Black with White Linen Shades 160W,B08GCXJ336,31/08/2022 19:31,1,129.99,Influencer Page,ndi,PHONE
Toys & Games,bravokids Toddler Girl Unicorn Toys Gifts - 10" LCD Writing Tablet Kids Doodle Board Drawing Learning Sensory Toys Kids Christmas Birthday Gifts for 3,B09S5JVQ7K,31/08/2022 18:57,1,13.99,Influencer Page,ndi,PHONE
Clothing & Accessories,"BTween Girls' Sleepwear Set with Fluffy Slippers, Brushed ITY Kids Pajamas, Unicorn Pink, Size 6",B09JPGWB6L,31/08/2022 18:57,1,19.99,Influencer Page,ndi,PHONE
Beauty & Grooming,"PinkSheep Unicorn Hair Clips Barrettes for Girls, 6 Pairs/12 Pack Fox Rainbow Cloud Shaped Hair Pins, Cute Hair Clips Metal Snap Barrettes Sparkly Hai",B094MXBC7K,31/08/2022 18:57,1,7.99,Influencer Page,ndi,PHONE
Beauty & Grooming,"FROG SAC 2 Braided Headbands For Girls, Tie Dye Mermaid Headband for Kids, Metallic Braid Head Band Hair Accessories, Cute Rainbow Unicorn Party Favor",B08TMWMG6P,31/08/2022 18:57,1,11.95,Influencer Page,ndi,PHONE
Jewelry,Heart Initial Necklace 925 Sterling Silver Dainty Small Letter P Necklace Tiny Initial Pendant Monogram Name Necklace for Women,B08836596V,31/08/2022 18:57,1,19.99,Influencer Page,ndi,PHONE
Home,"simplehuman 9 oz. Touch-Free Rechargeable Sensor Liquid Soap Pump Dispenser, Brass Stainless Steel",B07GTBH5L3,31/08/2022 18:36,1,70,Influencer Page,ndi,PHONE
Home,Kootek 16 Pcs Desk Drawer Organizer Set 5-Size Bathroom Drawer Tray Dividers Versatile Storage Bins Plastic Vanity Trays Organizers Divider Container ,B07WFMG6BZ,31/08/2022 18:07,1,21.99,Short Mobile link creation,di,PHONE
Kitchen & Dining,Ambielly Neoprene Lunch Bag/Lunch Box/Lunch Tote/Picnic Bags Insulated Cooler Travel Organizer (Blue Diamond),B01GFGJ5T4,31/08/2022 17:36,1,8.99,Influencer Page,ndi,PHONE
Kitchen & Dining,"Slynnar Freezable Snack Bag Lunch Box, Black",B096KV36YQ,31/08/2022 17:36,1,14.99,Influencer Page,ndi,PHONE
Kitchen & Dining,"Kids Paper Lunch Bags - Eco Friendly Food Safe Brown Sandwich Bags with Printed Jokes and Games, 50pc Kraft Brown Paper Bags for Everyday Lunch, Snack",B08DC52G2P,31/08/2022 17:29,1,14.44,Influencer Page,ndi,PHONE
Home Improvement,Achteck 8"x 30" Duct Opening Solid Cast Aluminum Air Return Grill Vent Cover | Powder Coated| (Overall 10"x 32") for Wall-White with Screw Holes,B09CZ4L8XV,31/08/2022 16:10,1,197,Influencer Page,ndi,DESKTOP
Home Improvement,"30""W x 8""H [Duct Opening Measurements] Steel Return Air Grille (AGC Series) Vent Cover Grill for Sidewall and Ceiling, White | Outer Dimensions: 31.75",B095FD8DJN,31/08/2022 16:10,1,27.73,Influencer Page,ndi,DESKTOP
Clothing & Accessories,"Capezio Big Girls' Classics Double Strap Camisole Leotard, Black, Large",B0037841ZC,31/08/2022 16:09,1,23.85,Influencer Page,ndi,PHONE
Clothing & Accessories,PJ PAUL JONES Mens Retro Polo Shirts Lapel Collar Button Down Short Sleeve Knit Shirts Indigo XXL,B09Q8DC2MF,31/08/2022 15:35,1,31.19,Influencer Page,ndi,PHONE
Home,"1.5 inch Curtain Hooks, Goowin 40 Pcs Curtain Rings, Rustproof Curtain Rings with Clips, Metal Solid Curtain Clips with Rings, Decorative Vintage Drap",B09JP17WXL,31/08/2022 15:35,2,12.97,Influencer Page,ndi,PHONE
Clothing & Accessories,"Capezio girls Team Basic High Waisted shorts, Black, 12-Oct US",B00J4NQX4Q,31/08/2022 15:10,1,17,Influencer Page,ndi,PHONE
Home,"BISSELL Little Green Multi-Purpose Portable Carpet and Upholstery Cleaner, 1400B",B0016HF5GK,31/08/2022 15:00,1,109.59,Short Mobile link creation,di,PHONE
Home,"BRIOFOX Shower Curtain Rod 43-73 Inches Matte Black, Never Rust and Non-Fall Down Spring Tension Rod, Stainless Steel",B07PDHD912,31/08/2022 14:55,1,29.99,Influencer Page,ndi,PHONE
Home Improvement,"3 Step Ladder, Aluminum Folding Step Stool with Wide Anti-Slip Sturdy Pedal, Portable Lightweight Step Stool Multi-Use for Kitchen Household and Offic",B09DSHW8LC,31/08/2022 13:27,1,85.99,Short Mobile link creation,di,PHONE
Home,Carfar Handicrafts Shabby Chic Country Style Rustic Metal Hanging Giant Cow Bells,B004T9Y7AM,31/08/2022 13:05,1,24.49,Influencer Page,ndi,PHONE
Home,"Roseyat Shower Caddy Shelf Basket for Shampoo Wall Mounted Stainless Steel, Adhesive Shower Shelf Storage Organizer, No Drilling Bathroom Shelf Rack H",B08ND2CZHT,31/08/2022 12:45,3,31.99,Short Mobile link creation,ndi,DESKTOP
Kitchen & Dining,"Magnetic Measuring Spoons Set - Stainless Steel Measuring Spoons - Magnetic Measuring Spoon Set, Gold Measuring Spoons Magnetic, Cute Measuring Spoons",B07LDJ6CHM,31/08/2022 12:06,1,14.95,Influencer Page,ndi,PHONE
Kitchen & Dining,"ODSD Mini Bag Sealer, 2 IN 1 Heat Sealer & Cutter Battery Powered, Portable Handheld Bag Resealer Vacuum Sealer Saver Machine Kitchen Gadget for Chip ",B09PV9KMD2,31/08/2022 12:06,1,11.99,Influencer Page,ndi,PHONE
